,員工滿意度,雇主評分,工作項目,每月工作時數,工作年資,工傷紀錄,在職中,近5年升遷,職務,薪資
3264,0.61,0.74,2,143,6,0,0,0,業務,2
3265,0.5,0.82,3,213,3,0,0,0,業務,3
3266,0.79,0.53,2,217,2,0,0,0,業務,2
3267,0.73,0.68,5,190,2,0,0,0,業務,2
3268,0.49,0.69,2,147,2,0,0,0,業務,2
3269,0.7,0.77,2,235,3,1,0,0,業務,2
3270,0.27,0.62,6,136,3,0,0,0,業務,3
3271,0.8,0.54,5,261,2,0,0,0,業務,2
3272,0.45,0.6,6,176,4,0,0,0,業務,2
3273,0.63,0.64,4,212,4,0,0,0,業務,2
3274,0.76,0.52,2,148,3,0,0,0,業務,3
3275,0.42,0.74,6,218,6,0,0,0,業務,2
3276,0.41,0.87,6,262,6,0,0,0,業務,3
3277,0.74,0.46,6,145,3,0,0,0,財務會計,1
3278,0.82,0.75,3,230,4,1,0,0,財務會計,2
3279,0.82,0.65,4,210,2,0,0,0,財務會計,2
3280,0.53,0.73,4,227,3,0,0,0,人力資源,2
3281,0.71,0.77,4,142,2,0,0,0,人力資源,2
3282,0.5,0.9,4,171,2,0,0,0,人力資源,1
3283,0.68,0.89,3,241,3,0,0,0,人力資源,1
3284,0.68,0.99,3,247,2,1,0,0,技術員,1
3285,0.48,0.86,5,246,3,0,0,0,技術員,1
3286,0.59,0.72,3,188,3,1,0,0,技術員,1
3287,0.21,0.7,3,104,2,0,0,0,技術員,1
3288,0.99,0.73,5,197,4,1,0,0,技術員,1
3289,1,0.88,4,191,4,0,0,0,技術員,1
3290,0.84,0.51,4,173,2,0,0,0,技術員,1
3291,0.86,0.82,2,207,4,1,0,0,技術員,1
3292,0.52,0.54,5,247,4,0,0,0,技術員,3
3293,0.94,0.97,5,197,5,1,0,0,技術員,1
3294,0.55,0.81,3,242,2,0,0,0,技術員,1
3295,0.79,0.59,3,145,2,0,0,0,技術支援,1
3296,0.91,0.9,4,174,3,0,0,0,技術支援,1
3297,0.82,0.99,3,195,2,0,0,0,技術支援,3
3298,0.84,0.94,4,270,3,1,0,0,技術支援,1
3299,0.72,0.68,4,238,3,0,0,0,技術支援,1
3300,0.68,0.85,4,156,2,0,0,0,技術支援,1
3301,0.99,0.96,5,261,3,0,0,0,技術支援,3
3302,0.74,0.85,5,135,2,0,0,0,技術支援,1
3303,0.8,0.41,6,185,4,0,0,0,技術支援,2
3304,0.55,0.55,3,197,3,0,0,0,技術支援,3
3305,0.56,0.95,3,241,3,0,0,0,技術支援,2
3306,0.88,0.98,3,263,3,1,0,0,技術員,3
3307,0.86,0.49,4,251,2,0,0,0,技術員,2
3308,0.64,0.95,3,218,2,0,0,0,技術員,2
3309,0.82,0.58,4,183,3,0,0,0,經理,2
3310,0.66,0.8,4,252,3,0,0,0,資訊科技,2
3311,0.64,0.95,3,98,3,0,0,0,資訊科技,2
3312,0.17,0.78,6,284,4,0,0,0,資訊科技,2
3313,0.75,0.68,4,220,2,0,0,0,資訊科技,2
3314,0.45,0.39,4,275,3,0,0,0,資訊科技,2
3315,0.99,0.9,4,164,3,0,0,0,產品管理,3
3316,0.93,0.67,5,237,4,0,0,0,產品管理,1
3317,0.88,0.8,3,133,3,0,0,0,產品管理,2
3318,0.62,0.52,5,256,4,0,0,0,產品管理,2
3319,0.94,0.88,4,270,3,0,0,0,資訊科技,2
3320,0.59,0.92,4,196,2,0,0,0,研發,2
3321,0.93,0.89,4,209,2,0,0,0,研發,2
3322,0.71,0.39,3,261,3,0,0,0,研發,2
3323,0.6,0.6,3,221,2,0,0,0,研發,2
3324,0.71,0.69,4,180,3,1,0,0,研發,2
3325,0.91,0.57,4,145,3,0,0,0,行銷,2
3326,0.78,0.96,4,111,2,0,0,0,業務,3
3327,0.52,0.63,4,232,3,0,0,0,財務會計,1
3328,0.99,0.7,5,195,3,0,0,0,技術支援,1
3329,0.86,0.51,4,211,2,1,0,0,技術員,1
3330,0.74,0.68,4,194,2,0,0,0,經理,3
3331,0.15,0.84,4,275,5,0,0,0,行銷,1
3332,0.57,0.54,3,140,3,0,0,0,行銷,1
3333,0.67,0.6,3,157,3,0,0,0,行銷,1
3334,0.8,0.93,4,258,3,0,0,0,業務,3
3335,0.83,0.82,5,273,4,0,0,0,業務,1
3336,0.69,0.53,3,135,2,0,0,0,業務,1
3337,0.64,0.83,3,188,4,0,0,0,業務,1
3338,0.95,0.52,5,222,2,0,0,0,業務,1
3339,0.97,0.52,4,231,3,0,0,0,業務,1
3340,0.85,0.86,3,255,2,0,0,0,業務,1
3341,0.72,0.51,3,254,2,0,0,0,業務,1
3342,0.91,0.85,3,244,3,1,0,0,業務,2
3343,0.81,0.83,3,132,4,0,0,0,業務,2
3344,0.13,0.67,5,234,6,0,0,0,業務,2
3345,0.95,0.81,4,272,3,0,0,0,業務,2
3346,0.82,0.54,4,191,3,0,0,0,業務,2
3347,0.63,0.93,4,238,4,0,0,0,業務,2
3348,0.55,0.69,3,225,2,0,0,0,業務,2
3349,0.83,0.95,3,211,2,0,0,0,業務,2
3350,0.54,0.98,3,217,3,0,0,0,業務,2
3351,0.89,0.91,5,156,4,0,0,0,業務,2
3352,0.79,0.55,3,147,3,0,0,0,業務,2
3353,0.56,0.73,4,134,3,0,0,0,財務會計,2
3354,0.89,0.7,4,235,2,1,0,0,財務會計,3
3355,1,0.66,4,238,4,0,0,0,財務會計,1
3356,0.43,0.72,3,258,4,0,0,0,人力資源,2
3357,0.71,0.55,5,224,3,0,0,0,人力資源,2
3358,0.98,0.59,4,149,2,0,0,0,人力資源,2
3359,0.81,0.7,4,219,2,1,0,0,人力資源,2
3360,0.71,0.53,3,186,2,0,0,0,技術員,1
3361,0.99,0.6,4,259,4,0,0,0,技術員,1
3362,0.34,0.62,3,119,2,0,0,0,技術員,1
3363,0.58,0.91,3,223,2,0,0,0,技術員,1
3364,0.77,0.49,4,184,3,0,0,0,技術員,1
3365,0.64,0.5,3,238,4,0,0,0,技術員,1
3366,0.13,1,4,157,5,1,0,0,技術員,1
3367,0.98,0.6,2,249,3,0,0,0,技術員,1
3368,0.72,0.84,4,195,2,0,0,0,技術員,1
3369,0.55,0.79,3,162,2,0,0,0,技術員,1
3370,0.62,0.91,4,231,3,0,0,0,技術員,1
3371,0.74,0.91,2,264,3,0,0,0,技術支援,1
3372,0.69,0.96,3,210,3,0,0,0,技術支援,1
3373,0.6,0.63,4,192,3,0,0,0,技術支援,1
3374,0.54,0.43,3,192,2,0,0,0,技術支援,1
3375,0.56,0.75,4,249,3,0,0,0,技術支援,1
3376,0.58,0.86,5,206,3,0,0,0,技術支援,1
3377,0.21,0.66,4,165,5,0,0,0,技術支援,1
3378,0.52,0.85,5,183,3,0,0,0,技術支援,1
3379,0.98,0.7,4,253,2,0,0,0,技術支援,1
3380,0.85,0.97,3,256,3,0,0,0,技術支援,1
3381,0.62,0.88,2,263,4,0,0,0,技術支援,2
3382,0.63,0.61,3,234,3,1,0,0,技術員,2
3383,0.84,0.97,6,223,2,0,0,0,技術員,2
3384,0.71,0.69,2,172,3,0,0,0,技術員,2
3385,0.36,0.55,6,226,6,0,0,0,經理,2
3386,0.79,0.56,6,205,4,1,0,0,資訊科技,2
3387,0.59,0.55,4,235,2,0,0,0,資訊科技,2
3388,0.5,0.53,4,263,3,0,0,0,資訊科技,2
3389,0.88,0.66,4,271,3,1,0,0,資訊科技,2
3390,0.65,0.69,6,131,5,0,0,0,資訊科技,2
3391,0.71,0.56,4,238,4,0,0,0,產品管理,2
3392,0.89,0.54,3,214,2,0,0,0,產品管理,2
3393,0.83,0.84,3,267,3,0,0,0,產品管理,3
3394,0.73,0.53,3,184,2,0,0,0,產品管理,1
3395,0.71,0.67,3,264,3,0,0,0,資訊科技,2
3396,0.53,0.66,3,109,2,0,0,0,研發,2
3397,0.74,0.7,3,253,4,1,0,0,研發,2
3398,0.6,0.52,4,207,2,1,0,0,研發,2
3399,0.47,0.6,4,263,5,0,0,0,研發,1
3400,0.88,0.88,3,214,2,1,0,0,研發,1
3401,0.62,0.67,2,153,3,0,0,0,行銷,1
3402,0.24,0.48,5,123,5,1,0,0,業務,1
3403,0.15,0.36,5,159,2,0,0,0,財務會計,1
3404,0.92,0.82,3,185,3,0,0,0,技術支援,1
3405,0.74,0.7,4,167,3,1,0,0,技術員,1
3406,0.86,0.77,3,271,3,0,0,0,經理,1
3407,0.96,0.61,3,140,3,0,0,0,行銷,1
3408,0.54,0.6,4,141,3,0,0,0,行銷,1
3409,0.99,0.87,4,190,2,0,0,0,行銷,1
3410,0.72,0.73,5,134,2,0,0,0,業務,1
3411,0.96,0.75,5,176,4,0,0,0,業務,1
3412,0.73,0.73,4,194,2,0,0,0,業務,1
3413,0.67,0.44,5,212,4,0,0,0,業務,1
3414,0.58,0.72,5,234,3,1,0,0,業務,1
3415,0.9,0.99,4,190,2,0,0,0,業務,1
3416,0.99,0.37,5,155,3,0,0,0,業務,1
3417,0.89,0.58,4,232,2,0,0,0,業務,1
3418,0.72,0.95,4,216,3,0,0,0,業務,1
3419,0.77,0.8,3,207,3,0,0,0,業務,1
3420,0.8,0.94,4,200,4,0,0,0,業務,2
3421,0.89,0.86,3,178,4,0,0,0,業務,2
3422,0.59,0.81,4,173,2,0,0,0,業務,2
3423,0.24,0.87,5,268,5,0,0,0,業務,2
3424,0.94,0.59,6,212,2,0,0,0,業務,2
3425,0.74,0.5,4,216,3,0,0,0,業務,2
3426,0.63,0.62,5,212,6,0,0,0,業務,2
3427,0.63,0.59,3,155,3,1,0,0,業務,2
3428,0.77,0.65,4,164,2,0,0,0,業務,2
3429,0.87,0.74,3,209,3,0,0,0,財務會計,2
3430,0.79,0.61,4,136,3,0,0,0,財務會計,2
3431,0.54,0.84,4,223,3,0,0,0,財務會計,2
3432,0.59,0.83,4,239,4,0,0,0,人力資源,3
3433,0.86,0.87,3,205,4,0,0,0,人力資源,1
3434,0.98,0.68,3,203,3,0,0,0,人力資源,2
3435,1,0.79,5,152,4,0,0,0,人力資源,2
3436,0.9,0.79,4,236,3,1,0,0,技術員,2
3437,0.34,0.6,4,114,3,0,0,0,技術員,2
3438,0.95,0.93,3,209,2,0,0,0,技術員,1
3439,0.79,0.48,4,178,2,0,0,0,技術員,1
3440,0.13,0.91,4,175,5,0,0,0,技術員,1
3441,0.72,0.69,3,270,4,0,0,0,技術員,1
3442,0.63,0.54,3,145,2,1,0,0,技術員,1
3443,0.81,0.76,5,134,2,0,0,0,技術員,1
3444,0.71,0.75,4,272,4,0,0,0,技術員,1
3445,0.49,0.76,3,208,2,0,0,0,技術員,1
3446,0.59,0.65,4,219,3,1,0,0,技術員,1
3447,0.87,0.59,5,154,3,0,0,0,技術支援,1
3448,0.66,0.6,3,179,4,0,0,0,技術支援,1
3449,0.78,0.92,5,137,2,0,0,0,技術支援,1
3450,0.65,0.7,4,211,2,0,0,0,技術支援,1
3451,0.8,0.97,5,271,4,0,0,0,技術支援,1
3452,0.56,0.75,4,192,2,0,0,0,技術支援,1
3453,0.85,0.67,4,228,4,0,0,0,技術支援,1
3454,0.14,0.46,2,267,6,1,0,0,技術支援,1
3455,0.74,0.62,4,272,2,0,0,0,技術支援,1
3456,0.86,0.93,2,260,2,0,0,0,技術支援,1
3457,0.71,0.96,4,161,3,0,0,0,技術支援,1
3458,0.83,0.99,4,226,2,0,0,0,技術員,1
3459,0.52,0.49,4,249,4,1,0,0,技術員,2
3460,0.63,0.8,3,243,3,0,0,0,技術員,2
3461,0.92,0.93,4,247,2,0,0,0,經理,2
3462,0.66,0.87,3,186,2,0,0,0,資訊科技,2
3463,0.77,0.7,3,155,3,0,0,0,資訊科技,2
3464,0.74,0.97,2,135,4,0,0,0,資訊科技,2
3465,0.81,0.76,5,198,4,0,0,0,資訊科技,2
3466,0.67,0.55,3,175,2,0,0,0,資訊科技,2
3467,0.75,0.92,3,192,3,0,0,0,產品管理,2
3468,0.65,0.36,2,282,3,0,0,0,產品管理,2
3469,0.81,0.6,4,179,3,0,0,0,產品管理,2
3470,0.57,0.77,4,245,3,0,0,0,產品管理,2
3471,0.89,0.66,4,235,3,0,0,0,資訊科技,3
3472,0.5,0.56,4,266,2,0,0,0,研發,1
3473,0.21,0.42,4,269,4,1,0,0,研發,2
3474,0.79,0.67,3,264,2,0,0,0,研發,2
3475,0.66,0.57,3,161,2,1,0,0,研發,2
3476,0.82,0.95,3,203,3,0,0,0,研發,2
3477,0.85,0.85,4,258,2,0,0,0,行銷,1
3478,0.72,0.96,3,143,3,0,0,0,業務,1
3479,0.52,0.92,3,214,3,0,0,0,財務會計,1
3480,0.5,0.62,4,166,3,1,0,0,技術支援,1
3481,0.52,0.82,3,192,3,0,0,0,技術員,1
3482,0.13,0.87,3,185,4,1,0,0,經理,1
3483,0.87,0.98,4,173,3,0,0,0,行銷,1
3484,0.53,0.98,2,163,3,0,0,0,行銷,1
3485,0.15,0.76,5,277,4,0,0,0,行銷,1
3486,0.64,0.86,5,274,2,1,0,0,業務,1
3487,0.52,0.44,3,119,2,0,0,0,業務,1
3488,0.79,0.67,4,267,3,0,0,0,業務,1
3489,0.74,0.89,3,160,2,0,0,0,業務,1
3490,0.81,0.84,4,198,2,0,0,0,業務,1
3491,0.94,0.6,3,193,3,0,0,0,業務,1
3492,0.67,0.84,6,250,2,0,0,0,業務,1
3493,0.93,0.84,3,237,4,1,0,0,業務,1
3494,0.52,0.96,4,170,2,0,0,0,業務,1
3495,0.48,0.74,2,157,2,1,0,0,業務,2
3496,0.57,0.92,6,267,4,0,0,0,業務,2
3497,0.71,0.77,4,192,4,0,0,0,業務,2
3498,0.9,0.74,4,218,2,1,0,0,業務,2
3499,0.58,0.61,4,210,3,0,0,0,業務,2
3500,0.66,0.48,4,229,4,0,0,0,業務,2
3501,0.59,0.66,3,186,3,0,0,0,業務,2
3502,0.96,0.5,3,234,2,1,0,0,業務,2
3503,0.13,0.91,2,149,5,0,0,0,業務,2
3504,0.93,0.92,3,205,3,0,0,0,業務,2
3505,0.54,0.72,3,148,4,0,0,0,財務會計,2
3506,0.54,0.77,5,270,3,0,0,0,財務會計,2
3507,0.87,0.62,3,176,3,0,0,0,財務會計,3
3508,0.79,0.91,3,226,2,0,0,0,人力資源,1
3509,0.83,0.57,3,232,4,0,0,0,人力資源,2
3510,0.73,0.6,3,137,3,0,0,0,人力資源,2
3511,0.29,0.42,6,253,3,0,0,0,人力資源,2
3512,0.8,0.7,6,231,4,0,0,0,技術員,2
3513,0.29,0.81,3,189,6,0,0,0,技術員,1
3514,0.43,0.85,6,168,2,0,0,0,技術員,1
3515,0.99,0.93,3,261,3,0,0,0,技術員,1
3516,0.86,0.51,4,152,3,0,0,0,技術員,1
3517,0.85,0.78,5,263,2,1,0,0,技術員,1
3518,0.66,0.68,3,258,3,0,0,0,技術員,1
3519,0.57,0.99,3,205,3,0,0,0,技術員,1
3520,0.31,0.64,6,183,2,1,0,0,技術員,1
3521,0.88,0.88,3,153,3,0,0,0,技術員,1
3522,0.72,0.72,5,194,4,0,0,0,技術員,1
3523,0.75,0.66,4,202,2,0,0,0,技術支援,1
3524,0.82,0.71,4,164,4,0,0,0,技術支援,1
3525,0.82,0.67,3,213,2,0,0,0,技術支援,1
3526,0.15,0.52,4,265,6,0,0,0,技術支援,1
3527,0.16,0.88,6,218,3,0,0,0,技術支援,1
3528,0.95,0.4,5,286,4,0,0,0,技術支援,1
3529,0.87,0.73,3,172,3,1,0,0,技術支援,1
3530,0.85,0.89,4,251,2,0,0,0,技術支援,1
3531,0.58,0.6,3,110,3,1,0,0,技術支援,1
3532,0.63,0.86,3,269,4,0,0,0,技術支援,1
3533,0.69,0.68,3,151,3,1,0,0,技術支援,1
3534,0.53,0.85,5,161,2,0,0,0,技術員,2
3535,0.96,0.71,4,210,3,0,0,0,技術員,2
3536,0.73,0.83,2,167,3,0,0,0,技術員,2
3537,0.5,0.6,3,270,3,1,0,0,經理,2
3538,0.81,0.83,3,133,3,1,0,0,資訊科技,2
3539,0.82,0.59,3,249,3,0,0,0,資訊科技,2
3540,0.76,0.72,4,266,3,0,0,0,資訊科技,2
3541,0.27,0.82,4,276,2,0,0,0,資訊科技,2
3542,0.64,0.38,6,215,3,0,0,0,資訊科技,2
3543,0.57,0.9,3,262,2,0,0,0,產品管理,2
3544,0.49,0.84,5,193,3,0,0,0,產品管理,2
3545,0.66,0.92,2,102,4,0,0,0,產品管理,2
3546,0.71,0.36,4,278,4,1,0,0,產品管理,3
3547,0.61,0.63,3,250,4,0,0,0,資訊科技,1
3548,0.52,0.89,5,193,4,0,0,0,研發,2
3549,0.62,0.91,3,133,3,0,0,0,研發,2
3550,0.98,0.65,4,216,4,0,0,0,研發,2
3551,0.67,0.56,5,174,2,1,0,0,研發,2
3552,0.85,0.62,2,280,4,0,0,0,研發,1
3553,0.84,0.85,4,246,2,0,0,0,行銷,1
3554,1,0.53,3,142,3,0,0,0,業務,1
3555,0.72,0.76,4,144,3,1,0,0,財務會計,1
3556,0.66,0.75,6,100,4,1,0,0,技術支援,1
3557,0.64,0.71,5,212,2,0,0,0,技術員,1
3558,1,0.76,5,201,3,0,0,0,經理,1
3559,0.75,0.59,5,206,2,0,0,0,行銷,1
3560,0.81,0.77,4,197,3,0,0,0,行銷,1
3561,0.31,0.98,5,232,5,0,0,0,行銷,1
3562,0.32,0.97,6,272,2,0,0,0,業務,1
3563,0.48,0.5,4,173,3,0,0,0,業務,1
3564,0.62,0.42,2,124,2,0,0,0,業務,1
3565,0.77,0.86,5,282,4,0,0,0,業務,1
3566,0.76,0.8,2,219,4,1,0,0,業務,1
3567,0.68,0.41,3,106,6,0,0,0,業務,1
3568,0.72,0.79,4,192,4,0,0,0,業務,1
3569,0.87,0.91,5,190,2,0,0,0,業務,1
3570,0.59,0.57,2,156,2,0,0,0,業務,1
3571,0.7,0.64,3,180,2,0,0,0,業務,1
3572,0.73,0.81,4,245,2,0,0,0,業務,1
3573,0.58,0.62,3,169,2,0,0,0,業務,2
3574,0.64,0.66,3,188,4,0,0,0,業務,2
3575,0.89,0.66,5,224,2,0,0,0,業務,2
3576,0.95,0.71,3,263,2,1,0,0,業務,2
3577,0.84,0.9,3,262,2,0,0,0,業務,2
3578,0.6,0.99,4,225,3,0,0,0,業務,2
3579,0.71,0.63,5,224,3,1,0,0,業務,2
3580,0.6,0.95,3,266,3,0,0,0,業務,2
3581,0.91,0.68,3,218,3,1,0,0,財務會計,2
3582,0.75,1,3,102,3,0,0,0,財務會計,2
3583,0.7,0.67,4,181,3,0,0,0,財務會計,2
3584,0.23,0.64,5,150,5,0,0,0,人力資源,2
3585,0.73,0.83,4,270,2,0,0,0,人力資源,3
3586,0.99,0.49,4,270,2,0,0,0,人力資源,1
3587,0.62,0.68,5,265,3,0,0,0,人力資源,2
3588,0.98,0.89,4,169,3,0,0,0,技術員,2
3589,0.61,0.94,3,224,4,0,0,0,技術員,2
3590,0.52,0.92,3,150,2,1,0,0,技術員,2
3591,0.65,0.66,5,239,4,0,0,0,技術員,1
3592,0.59,0.9,3,245,3,1,0,0,技術員,1
3593,0.71,0.8,3,182,2,1,0,0,技術員,1
3594,0.18,0.7,5,182,4,0,0,0,技術員,1
3595,0.21,0.93,4,243,4,0,0,0,技術員,1
3596,0.15,0.67,6,209,5,0,0,0,技術員,1
3597,0.97,0.53,4,195,4,0,0,0,技術員,1
3598,0.39,0.48,3,190,2,0,0,0,技術員,1
3599,0.35,0.66,2,140,2,0,0,0,技術支援,2
3600,0.88,0.58,4,147,4,0,0,0,技術支援,2
3601,0.58,0.97,3,265,3,0,0,0,技術支援,2
3602,0.61,0.78,3,238,2,0,0,0,技術支援,2
3603,0.59,0.98,3,155,3,0,0,0,技術支援,2
3604,0.55,0.41,4,132,5,1,0,0,技術支援,2
3605,0.52,0.8,5,257,3,0,0,0,技術支援,2
3606,0.71,0.77,2,255,3,0,0,0,技術支援,2
3607,0.63,0.82,5,229,2,0,0,0,技術支援,2
3608,0.17,0.84,5,216,4,0,0,0,技術支援,2
3609,0.95,0.49,4,269,4,0,0,0,技術支援,2
3610,1,0.73,3,205,2,0,0,0,技術員,2
3611,0.73,0.96,2,151,3,0,0,0,技術員,2
3612,0.8,0.64,4,246,3,1,0,0,技術員,2
3613,0.63,0.8,4,256,4,0,0,0,經理,2
3614,0.95,0.59,4,235,3,0,0,0,資訊科技,2
3615,0.75,0.83,4,229,2,0,0,0,資訊科技,2
3616,0.64,0.72,5,158,3,0,0,0,資訊科技,2
3617,0.72,1,3,197,3,0,0,0,資訊科技,2
3618,0.72,0.53,3,151,4,0,0,0,資訊科技,2
3619,0.85,0.63,3,167,3,0,0,0,產品管理,2
3620,0.24,0.94,4,146,4,0,0,0,產品管理,2
3621,0.69,0.53,4,281,4,0,0,0,產品管理,2
3622,0.69,0.7,3,212,2,0,0,0,產品管理,2
3623,0.87,0.59,5,261,3,0,0,0,資訊科技,2
3624,0.78,0.91,3,238,2,0,0,0,研發,3
3625,0.76,0.74,4,235,3,0,0,0,研發,3
3626,0.35,0.7,3,107,3,0,0,0,研發,3
3627,0.88,0.59,6,243,4,0,0,0,研發,3
3628,0.78,0.79,5,233,3,1,0,0,研發,3
3629,0.36,0.42,3,206,5,0,0,0,行銷,3
3630,0.24,0.7,5,172,4,0,0,0,業務,3
3631,0.55,0.82,3,248,2,0,0,0,財務會計,3
3632,0.91,0.53,3,147,4,1,0,0,技術支援,3
3633,0.66,0.61,5,259,3,0,0,0,技術員,3
3634,0.57,0.82,3,267,3,0,0,0,經理,3
3635,0.64,0.64,3,263,3,0,0,0,行銷,3
3636,0.63,0.98,3,160,4,1,0,0,行銷,1
3637,0.49,0.92,5,176,3,0,0,0,行銷,1
3638,0.7,0.7,3,224,3,0,0,0,業務,1
3639,0.3,0.71,3,155,2,0,0,0,業務,1
3640,0.51,0.52,3,132,3,0,0,0,業務,1
3641,0.71,0.87,5,173,3,0,0,0,業務,1
3642,0.64,0.67,3,165,3,0,0,0,業務,1
3643,0.67,0.66,6,272,3,0,0,0,業務,1
3644,0.83,0.94,5,156,3,1,0,0,業務,1
3645,0.92,0.96,3,154,2,1,0,0,業務,1
3646,0.84,0.53,3,237,3,1,0,0,業務,1
3647,0.97,0.75,2,271,6,0,0,0,業務,1
3648,0.19,0.91,6,152,3,0,0,0,業務,1
3649,0.86,0.51,4,152,3,1,0,0,業務,1
3650,0.71,0.69,3,172,3,0,0,0,業務,1
3651,0.76,0.56,4,214,2,1,0,0,業務,2
3652,0.68,0.88,5,201,3,0,0,0,業務,2
3653,0.61,0.99,2,275,3,1,0,0,業務,2
3654,0.85,0.79,3,156,3,0,0,0,業務,2
3655,0.84,0.89,3,234,2,0,0,0,業務,2
3656,0.62,0.63,2,123,2,0,0,0,業務,2
3657,0.77,0.76,3,201,4,0,0,0,財務會計,2
3658,0.79,0.93,5,160,4,1,0,0,財務會計,2
3659,0.97,0.5,3,173,2,0,0,0,財務會計,2
3660,0.59,0.61,4,141,2,1,0,0,人力資源,2
3661,0.93,0.62,3,231,6,0,0,0,人力資源,2
3662,0.85,0.54,4,174,2,0,0,0,人力資源,2
3663,0.7,0.57,4,211,3,0,0,0,人力資源,3
3664,0.54,0.91,3,249,3,0,0,0,技術員,3
3665,0.42,0.86,2,108,5,0,0,0,技術員,3
3666,0.96,0.75,4,165,3,0,0,0,技術員,3
3667,0.58,0.8,3,181,4,0,0,0,技術員,3
3668,0.61,0.59,3,237,2,0,0,0,技術員,3
3669,0.62,0.97,5,180,2,0,0,0,技術員,3
3670,0.68,0.7,3,209,3,0,0,0,技術員,3
3671,0.6,0.73,3,191,5,1,0,0,技術員,1
3672,0.7,0.91,4,181,2,1,0,0,技術員,1
3673,0.65,0.55,4,250,2,0,0,0,技術員,1
3674,0.48,0.59,2,179,2,0,0,0,技術員,1
3675,0.75,0.73,3,225,4,0,0,0,技術支援,1
3676,0.69,0.78,5,267,2,1,0,0,技術支援,1
3677,0.34,0.46,2,169,2,1,0,0,技術支援,1
3678,0.59,0.49,4,164,3,0,0,0,技術支援,1
3679,0.94,0.95,4,155,3,0,0,0,技術支援,2
3680,0.98,0.77,5,223,2,1,0,0,技術支援,2
3681,0.72,0.66,3,160,3,0,0,0,技術支援,2
3682,0.79,0.7,4,268,2,0,0,0,技術支援,2
3683,0.54,0.61,4,151,4,1,0,0,技術支援,2
3684,0.73,0.95,3,156,2,0,0,0,技術支援,2
3685,0.82,0.58,4,136,3,0,0,0,技術支援,2
3686,0.57,0.45,3,189,2,0,0,0,技術員,2
3687,0.98,0.93,5,203,2,0,0,0,技術員,2
3688,0.91,0.65,5,174,2,0,0,0,技術員,2
3689,0.72,0.91,3,239,2,0,0,0,經理,2
3690,0.48,0.73,5,152,6,0,0,0,資訊科技,2
3691,0.57,0.86,4,268,6,0,0,0,資訊科技,2
3692,0.86,0.96,4,146,3,0,0,0,資訊科技,2
3693,0.63,0.85,3,232,4,0,0,0,資訊科技,2
3694,0.81,0.52,3,255,5,0,0,0,資訊科技,2
3695,0.21,0.37,4,129,4,0,0,0,產品管理,2
3696,0.9,0.66,3,261,3,1,0,0,產品管理,2
3697,0.79,0.78,3,101,2,1,0,0,產品管理,2
3698,0.95,0.49,4,229,3,0,0,0,產品管理,2
3699,0.29,0.43,3,162,4,0,0,0,資訊科技,2
3700,0.81,0.52,4,270,3,0,0,0,研發,2
3701,0.21,0.56,6,277,5,0,0,0,研發,2
3702,0.7,0.83,5,261,4,0,0,0,研發,3
3703,0.66,0.64,4,204,2,0,0,0,研發,1
3704,0.16,0.86,2,215,2,0,0,0,研發,2
3705,0.72,0.8,3,219,3,0,0,0,行銷,2
3706,0.51,0.5,3,147,4,0,0,0,業務,2
3707,0.59,0.63,5,243,2,0,0,0,財務會計,2
3708,0.66,0.4,2,155,5,1,0,0,技術支援,2
3709,0.69,0.84,3,253,2,0,0,0,技術員,2
3710,0.69,0.94,4,235,3,0,0,0,經理,2
3711,0.89,0.79,5,257,3,0,0,0,行銷,2
3712,0.52,0.56,4,225,2,0,0,0,行銷,2
3713,0.91,0.91,3,167,3,0,0,0,行銷,2
3714,0.96,0.53,5,224,4,0,0,0,業務,1
3715,0.8,0.58,5,127,3,0,0,0,業務,1
3716,0.55,0.77,3,256,3,1,0,0,業務,1
3717,0.93,0.63,4,233,2,0,0,0,業務,1
3718,0.93,0.86,4,169,4,0,0,0,業務,1
3719,0.54,0.48,3,152,2,0,0,0,業務,1
3720,0.48,0.76,5,236,2,0,0,0,業務,1
3721,0.19,0.99,3,154,2,0,0,0,業務,3
3722,0.95,0.71,3,223,2,0,0,0,業務,1
3723,0.96,0.81,4,211,3,0,0,0,業務,3
3724,0.63,0.89,4,192,2,0,0,0,業務,3
3725,0.81,0.8,4,227,2,1,0,0,業務,1
3726,0.5,0.88,4,265,3,1,0,0,業務,1
3727,0.76,0.72,5,228,2,0,0,0,業務,3
3728,0.84,0.49,4,152,3,0,0,0,業務,1
3729,0.2,0.95,5,169,5,0,0,0,業務,2
3730,0.78,0.92,3,169,3,0,0,0,業務,3
3731,0.8,0.68,4,157,3,0,0,0,業務,2
3732,0.94,0.57,4,251,2,1,0,0,業務,2
3733,0.44,0.74,5,253,2,0,0,0,財務會計,2
3734,0.92,0.85,3,155,2,0,0,0,財務會計,2
3735,0.54,0.8,3,232,2,0,0,0,財務會計,3
3736,0.56,0.56,4,195,2,0,0,0,人力資源,2
3737,0.66,0.69,4,198,3,1,0,0,人力資源,2
3738,0.8,0.91,3,246,3,0,0,0,人力資源,2
3739,0.6,0.81,2,214,3,0,0,0,人力資源,3
3740,0.73,0.73,5,249,3,0,0,0,技術員,2
3741,0.55,0.74,3,211,3,1,0,0,技術員,3
3742,0.7,0.71,5,269,3,0,0,0,技術員,1
